Security,Block_ID,Cluster_ID,Forward_Periods,Start_Price_Avg,End_Price_Avg,Percent_Return,Initial_Prices_Count,End_Prices_Count
PSX,0,34,500,110.78999862670898,74.74799957275391,-32.531816500326364,10,10
PUTKY,0,34,500,28.760000228881843,34.871999168395995,21.251734669237795,10,10
PYT,0,34,500,20.444000053405762,24.45999984741211,19.643904243373953,10,10
QBIEY,0,34,500,8.620999908447265,8.542000102996827,-0.9163647638254888,10,10
QGEN,0,34,500,28.43400001525879,51.31699981689453,80.47759650191966,10,10
R,0,34,500,53.079000091552736,83.59499893188476,57.49166108573416,10,10
REEMF,0,34,500,0.30000000149011613,1.9620000123977661,554.0000008841355,10,10
REMYF,0,34,500,147.9499969482422,197.39099731445316,33.417371670177914,10,10
REMYY,0,34,500,13.301899814605713,19.649899864196776,47.722506845381965,10,10
RGA,0,34,500,157.81200103759767,115.24100112915039,-26.975768400721954,10,10
RNR,0,34,500,187.0800018310547,141.2509994506836,-24.49700766079618,10,10
ROHCY,0,34,500,20.205500030517577,23.22150001525879,14.926628790111446,10,10
ROP,0,34,500,336.06200256347654,451.5040008544922,34.351398673585706,10,10
RSHUF,0,34,500,0.0430000014603138,0.07599999755620948,76.74417436090678,10,10
RTMVF,0,34,500,6.599999904632568,9.40799970626831,42.545452154700705,10,10
RTO,0,34,500,29.08300037384033,40.377000427246095,38.833682591994624,10,10
RTSO,0,34,500,0.1730000019073486,0.0599999986588954,-65.31792023272413,10,10
RVTY,0,34,500,84.71899948120117,172.46699981689454,103.5753501257582,10,10
RYCEF,0,34,500,9.198000049591064,1.9359999895095825,-78.9519463027655,10,10
RYCEY,0,34,500,9.328999900817871,1.9009999871253966,-79.6226818808441,10,10
SBET,0,34,500,23.42000045776367,45.96999931335449,96.28521953386877,10,10
SBRKF,0,34,500,10.449999809265137,11.199999809265137,7.177033623819189,10,10
SCGLF,0,34,500,28.913000106811523,30.907000160217287,6.8965518833723625,10,10
SCGLY,0,34,500,5.849000024795532,6.403000020980835,9.471704459510066,10,10
SCIE,0,34,500,9.009999772615628e-05,9.999999974752427e-07,-98.89012206136279,10,10
